school_name,cccaa_season,team_id,season
Feather River,2019-20,featherriver,2020
Folsom Lake,2019-20,folsomlake,2020
Fresno City,2019-20,fresno,2020
Fullerton,2019-20,fullerton,2020
Gavilan,2019-20,gavilan,2020
Glendale,2019-20,glendale,2020
Golden West,2019-20,goldenwest,2020
Grossmont,2019-20,grossmont,2020
Hartnell,2019-20,hartnell,2020
Imperial Valley,2019-20,imperialvalley,2020
Irvine Valley,2019-20,irvinevalley,2020
LA Harbor,2019-20,laharbor,2020
LA Mission,2019-20,lamission,2020
Laney,2019-20,laney,2020
LA Pierce,2019-20,lapierce,2020
Lassen,2019-20,lassen,2020
LA Valley,2019-20,lavalley,2020
Long Beach,2019-20,longbeach,2020
Los Medanos,2019-20,losmedanos,2020
Marin,2019-20,marin,2020
Mendocino,2019-20,mendocino,2020
Merced,2019-20,merced,2020
Mission,2019-20,mission,2020
Modesto,2019-20,modesto,2020
Monterey Peninsula,2019-20,montereypeninsula,2020
Moorpark,2019-20,moorpark,2020
Mt. San Antonio,2019-20,mtsanantonio,2020
Mt. San Jacinto,2019-20,mtsanjacinto,2020
Napa Valley,2019-20,napavalley,2020
Ohlone,2019-20,ohlone,2020
Orange Coast,2019-20,orangecoast,2020
Oxnard,2019-20,oxnard,2020
Palomar,2019-20,palomar,2020
Pasadena City,2019-20,pasadenacity,2020
Porterville,2019-20,porterville,2020
Redwoods,2019-20,redwoods,2020
Reedley,2019-20,reedley,2020
Rio Hondo,2019-20,riohondo,2020
Riverside,2019-20,riverside,2020
Sacramento City,2019-20,sacramentocity,2020
Saddleback,2019-20,saddleback,2020
San Bernardino Valley,2019-20,sanbernardinovalley,2020
San Diego City,2019-20,sandiegocity,2020
San Diego Mesa,2019-20,sandiegomesa,2020
San Francisco,2019-20,sanfrancisco,2020
San Joaquin Delta,2019-20,sanjoaquindelta,2020
San Mateo,2019-20,sanmateo,2020
Santa Ana,2019-20,santaana,2020
Santa Barbara,2019-20,santabarbara,2020
Santa Rosa,2019-20,santarosa,2020
Sequoias,2019-20,sequoias,2020
Shasta,2019-20,shasta,2020
Sierra,2019-20,sierra,2020
Siskiyous,2019-20,siskiyous,2020
Skyline,2019-20,skyline,2020
Solano,2019-20,solano,2020
Southwestern,2019-20,southwestern,2020
Taft,2019-20,taft,2020
Ventura,2019-20,ventura,2020
Victor Valley,2019-20,victorvalley,2020
West Hills Coalinga,2019-20,westhillscoalinga,2020
West LA,2019-20,westla,2020
West Valley,2019-20,westvalley,2020
Yuba,2019-20,yuba,2020
Allan Hancock,2020-21,allanhancock,2021
American River,2020-21,americanriver,2021
Antelope Valley,2020-21,antelopevalley,2021
Bakersfield,2020-21,bakersfield,2021
Barstow,2020-21,barstow,2021
Butte,2020-21,butte,2021
Cabrillo,2020-21,cabrillo,2021
Canada,2020-21,canada,2021
Canyons,2020-21,canyons,2021
Cerritos,2020-21,cerritos,2021
Cerro Coso,2020-21,cerrocoso,2021
Chabot,2020-21,chabot,2021
Chaffey,2020-21,chaffey,2021
Citrus,2020-21,citrus,2021
Compton,2020-21,compton,2021
Contra Costa,2020-21,contracosta,2021
Cosumnes River,2020-21,cosumnesriver,2021
Cuesta,2020-21,cuesta,2021
Cypress,2020-21,cypress,2021
De Anza,2020-21,deanza,2021
Desert,2020-21,desert,2021
Diablo Valley,2020-21,diablovalley,2021
East Los Angeles,2020-21,eastlosangeles,2021
El Camino,2020-21,elcamino,2021
Feather River,2020-21,featherriver,2021
Folsom Lake,2020-21,folsomlake,2021
Fresno City,2020-21,fresno,2021
Fullerton,2020-21,fullerton,2021
Gavilan,2020-21,gavilan,2021
Glendale,2020-21,glendale,2021
Golden West,2020-21,goldenwest,2021
Grossmont,2020-21,grossmont,2021
Hartnell,2020-21,hartnell,2021
Imperial Valley,2020-21,imperialvalley,2021
Irvine Valley,2020-21,irvinevalley,2021
LA Harbor,2020-21,laharbor,2021
LA Mission,2020-21,lamission,2021
Laney,2020-21,laney,2021
LA Pierce,2020-21,lapierce,2021
Lassen,2020-21,lassen,2021
LA Valley,2020-21,lavalley,2021
Long Beach,2020-21,longbeach,2021
Los Medanos,2020-21,losmedanos,2021
Marin,2020-21,marin,2021
Mendocino,2020-21,mendocino,2021
Merced,2020-21,merced,2021
Mission,2020-21,mission,2021
Modesto,2020-21,modesto,2021
Monterey Peninsula,2020-21,montereypeninsula,2021
Moorpark,2020-21,moorpark,2021
Mt. San Antonio,2020-21,mtsanantonio,2021
Mt. San Jacinto,2020-21,mtsanjacinto,2021
Napa Valley,2020-21,napavalley,2021
Ohlone,2020-21,ohlone,2021
Orange Coast,2020-21,orangecoast,2021
Oxnard,2020-21,oxnard,2021
Palomar,2020-21,palomar,2021
Pasadena City,2020-21,pasadenacity,2021
Porterville,2020-21,porterville,2021
Redwoods,2020-21,redwoods,2021
Reedley,2020-21,reedley,2021
Rio Hondo,2020-21,riohondo,2021
Riverside,2020-21,riverside,2021
Sacramento City,2020-21,sacramentocity,2021
Saddleback,2020-21,saddleback,2021
San Bernardino Valley,2020-21,sanbernardinovalley,2021
San Diego City,2020-21,sandiegocity,2021
San Diego Mesa,2020-21,sandiegomesa,2021
San Francisco,2020-21,sanfrancisco,2021
San Joaquin Delta,2020-21,sanjoaquindelta,2021
San Mateo,2020-21,sanmateo,2021
Santa Ana,2020-21,santaana,2021
Santa Barbara,2020-21,santabarbara,2021
Santa Rosa,2020-21,santarosa,2021
Sequoias,2020-21,sequoias,2021
Shasta,2020-21,shasta,2021
Sierra,2020-21,sierra,2021
Siskiyous,2020-21,siskiyous,2021
Skyline,2020-21,skyline,2021
Solano,2020-21,solano,2021
Southwestern,2020-21,southwestern,2021
Taft,2020-21,taft,2021
Ventura,2020-21,ventura,2021
Victor Valley,2020-21,victorvalley,2021
West Hills Coalinga,2020-21,westhillscoalinga,2021
West LA,2020-21,westla,2021
West Valley,2020-21,westvalley,2021
Yuba,2020-21,yuba,2021
Allan Hancock,2021-22,allanhancock,2022
American River,2021-22,americanriver,2022
Antelope Valley,2021-22,antelopevalley,2022
Bakersfield,2021-22,bakersfield,2022
Barstow,2021-22,barstow,2022
Butte,2021-22,butte,2022
Cabrillo,2021-22,cabrillo,2022
Canada,2021-22,canada,2022
Canyons,2021-22,canyons,2022
Cerritos,2021-22,cerritos,2022
Cerro Coso,2021-22,cerrocoso,2022
Chabot,2021-22,chabot,2022
Chaffey,2021-22,chaffey,2022
Citrus,2021-22,citrus,2022
Compton,2021-22,compton,2022
Contra Costa,2021-22,contracosta,2022
Cosumnes River,2021-22,cosumnesriver,2022
Cuesta,2021-22,cuesta,2022
Cypress,2021-22,cypress,2022
De Anza,2021-22,deanza,2022
Desert,2021-22,desert,2022
Diablo Valley,2021-22,diablovalley,2022
East Los Angeles,2021-22,eastlosangeles,2022
El Camino,2021-22,elcamino,2022
Feather River,2021-22,featherriver,2022
Folsom Lake,2021-22,folsomlake,2022
Fresno City,2021-22,fresnocitycollege,2022
Fullerton,2021-22,fullerton,2022
Glendale,2021-22,glendale,2022
Golden West,2021-22,goldenwest,2022
Grossmont,2021-22,grossmont,2022
Hartnell,2021-22,hartnell,2022
Imperial Valley,2021-22,imperialvalley,2022
Irvine Valley,2021-22,irvinevalley,2022
LA Harbor,2021-22,laharbor,2022
LA Mission,2021-22,lamission,2022
Laney,2021-22,laney,2022
LA Pierce,2021-22,lapierce,2022
Lassen,2021-22,lassen,2022
LA Valley,2021-22,lavalley,2022
Long Beach,2021-22,longbeach,2022
Los Medanos,2021-22,losmedanos,2022
Marin,2021-22,marin,2022
Mendocino,2021-22,mendocino,2022
Merced,2021-22,merced,2022
Mission,2021-22,mission,2022
Modesto,2021-22,modesto,2022
Monterey Peninsula,2021-22,montereypeninsula,2022
Moorpark,2021-22,moorpark,2022
Mt. San Antonio,2021-22,mtsanantonio,2022
Mt. San Jacinto,2021-22,mtsanjacinto,2022
Napa Valley,2021-22,napavalley,2022
Ohlone,2021-22,ohlone,2022
Orange Coast,2021-22,orangecoast,2022
Oxnard,2021-22,oxnard,2022
Palomar,2021-22,palomar,2022
Pasadena City,2021-22,pasadenacity,2022
Porterville,2021-22,porterville,2022
Redwoods,2021-22,redwoods,2022
Reedley,2021-22,reedley,2022
Rio Hondo,2021-22,riohondo,2022
Riverside,2021-22,riverside,2022
Sacramento City,2021-22,sacramentocity,2022
Saddleback,2021-22,saddleback,2022
San Bernardino Valley,2021-22,sanbernardinovalley,2022
San Diego City,2021-22,sandiegocity,2022
San Diego Mesa,2021-22,sandiegomesa,2022
San Francisco,2021-22,sanfrancisco,2022
San Joaquin Delta,2021-22,sanjoaquindelta,2022
San Mateo,2021-22,sanmateo,2022
Santa Ana,2021-22,santaana,2022
Santa Barbara,2021-22,santabarbara,2022
Santa Rosa,2021-22,santarosa,2022
Sequoias,2021-22,sequoias,2022
Shasta,2021-22,shasta,2022
Sierra,2021-22,sierra,2022
Siskiyous,2021-22,siskiyous,2022
Skyline,2021-22,skyline,2022
Solano,2021-22,solano,2022
Southwestern,2021-22,southwestern,2022
Taft,2021-22,taft,2022
Ventura,2021-22,ventura,2022
Victor Valley,2021-22,victorvalley,2022
West Hills Coalinga,2021-22,westhillscoalinga,2022
West LA,2021-22,westla,2022
West Valley,2021-22,westvalley,2022
Yuba,2021-22,yuba,2022
